"Data Release 11
10032,D,A,2000,IFPUG,113,113,,596,596,596,5.3,5.3,5.3,,,2.6,0,25-Dec-00,Planning;Specification;Build;Test;,,,,,,,596,,,,,New Development,Banking;,don't know;,Financial transaction process/accounting;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,WaterFall;,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,Multi,4GL,Visual Basic,PC;,VB;,Windows NT 4.0;,,,ORACLE 8.0.5;,,,,,,,,,,,,,No,Don't Know,,,,,,,Staff hours (recorded),1,,,100%,under 5%,10,14,0,84,5,113,,,,,,,,,
10036,B,,1999,COSMIC,183,183,,,568,460,,3.1,2.5,,,2.8,0.3,in-1999,,,,,,,,,,,,,New Development,Engineering;Research & Development;Software Development;Client/Server architecture for Language Services;,,Management Information System;Linguistic Software - Glue software;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COSMIC-FFP,COSMIC-FFP;,,PC,,,Pentium II based processors;PowerPC(G3);,,"WinNT, W2K;MacOS9;",,,ORACLE;,,,,"Language given as: English, French for WinNT, & French for MacOS9;",,,,,,,,,,,,,,,,,Staff hours (recorded),4,,,,Less than 5% of recorded effort,183,,,,,183,,,68,71,12,32,1250,,
10039,B,C,1998,IFPUG,,179,,271,327,271,,,1.5,,,4,,Jun-1998,Specification;Build;Test;,,,,,,,271,,,,,Enhancement,Telecommunication;,,Transaction/Production System;,,,,,,,,,Stand alone,No,,,,,,,,,,,,,,,,,,,,,IFPUG 4,IFPUG 4;,,,4GL,ADS/Online,,ADS;,,,,,,,,,,,,,,,,,No,Yes,Developed Inhouse;,,,,,,Staff hours (recorded),1,,,,,36,15,4,30,7,92,0,0,,,,,,,
10047,B,A,2002,IFPUG,730,832,1.14,20975,20975,20975,28.7,28.7,25.2,,,,,Oct-2002,,,,,,,,20975,,,,,Enhancement,Ordering;,,Stock control & order processing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,MF,3GL,C,Unix;,C;C++;COBOL;COBOL II;JAVA;HTML;PL/1;SQL;Calibrated;,UNIX;,,,ORACLE;,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10052,B,A,2002,IFPUG,179,183,1.02,789,789,789,4.4,4.4,4.3,,,,,Nov-2002,,,,,,,,789,,,,,Enhancement,Sales & Marketing;,,Trading;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,,,Coldfusion,,Coldfusion;HTML;SQL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10054,C,B,1998,IFPUG,198,198,,2753,2753,2560,13.9,13.9,12.9,,,5,0,,Planning;Specification;Build;Test;Implement;,320,480,,800,960,,0,,,,,Enhancement,Manufacturing;,Engineering;,Management Information System;,,,,,,,No,,Stand alone,,,,,,,Data Modelling;Regression Testing;Testing-Oriented Design;,,,,,,,,,,,,,,,not given,,,MR,4GL,ORACLE,AViiON;,ORACLE FORMS;,DG/UX;,,Don't Know,ORACLE;,,,,,,,,,,,,,Don't Know,No,,,,,,External for external business unit;,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10056,B,A,2002,IFPUG,114,135,1.18,7290,7290,7290,63.9,63.9,54.0,,,,,Apr-2002,,,,,,,,7290,,,,,Enhancement,Voice Provisioning;,,Voice Provisioning;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG 4.1,IFPUG 4.1;,,,3GL,C,,C;C++;ASP;JAVA;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10059,B,,2006,COSMIC,568,568,,7936,7936,5873,14.0,14.0,10.3,,,15,1,01-Jun-2006,Design;Build;Test;,,,1087,3995,791,,0,,,,,New Development,Government;Community Services;,,Customer billing/relationship management;,,,,,,,,,,,,,,,,Data Modelling;Process Modelling;Multifunctional Teams;,,,Budget;Business Case;Feasibility Study;Project Schedule;Proposal/Tender;Quality Plan;Resource Plan;Risk Analysis;,System Concept Document;Requirements Specification;Functional Specification;Logical Data/ER Model;,,System Architecture Spec;Technical Specification;Detailed Design Documents;,,Source Code/Objects;Database Objects;Unit Test Plans/Designs;,,Test Plans/Designs;Test Scripts/Harnesses;Test Data;Incident/Defect Lists;,,Installation Procedures;Release Description/Notes;Incident/Defect Lists;End user Manual or Help;,,,COSMIC 2.2,COSMIC 2.2;,,,3GL,C#,,C#;.Net;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Recorded work on project tasks each day,1,,,,,,,,,,,,,,,,,,,
10063,B,A,1999,IFPUG,849,849,,2499,2499,1874,2.9,2.9,2.2,,,5.3,0,24-Mar-99,Planning;Specification;Build;,,,,,,,1874,,,,,New Development,Manufacturing;,don't know;,Customer billing/relationship management;,,,,,,,No,,Multi-tier / Client server,Yes,,,,C/S;,,WaterFall;,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,Multi,4GL,Visual Basic,MR;,VB;,UNIX;Win98;,,,ORACLE;,,,,,,,,,,,,,No,Don't Know,,,,,,,Staff hours (derived),1,,,100%,under 5%,,,,,,,,,,,,,,,
10066,B,,2006,COSMIC,108,108,,1402,1402,1276,13.0,13.0,11.8,,,5.1,,01-Feb-2006,,,0,0,1254,0,22,0,,,,,Enhancement,Banking;,,Financial transaction process/accounting;,,"CMMI Level 1,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,Wholly manual;,COSMIC 3.0,COSMIC 3.0;,,PC,3GL,Visual Basic,,VISUAL BASIC;,Windows;,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10067,B,,2003,LOC,,,,60838,60838,60838,,,,,,9,0,30-May-2003,Full Life Cycle;,,13873,6370,29656,,10206,733,,,,,Enhancement,"Financial, Property & Business Services;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3GL,COBOL,,COBOL / COBOLII / COBOLIII 77%;EZTRIEVE / EZTRIEVE PLUS 10%;JCL 10%;VISUAL BASIC 2%;ORACLE (Store Procedures) 1%;,,,,,,,,,,,,,,,,,,Yes,,,,,65,,Staff hours (recorded),1,87,,,,,,,,,,,,,,,,47250,,
10074,B,A,1997,IFPUG,460,460,1.00,2253,2253,1667,4.9,4.9,3.6,,23.0,4,0,Oct-1997,Planning;Build;Test;,427,,,882,358,,0,,,,,Enhancement,,,,,,,,,,Don't Know,,,,,,,,,Not Recorded;,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,Addendum to existing standards;Other;,Don't Know;,,,,Not Recorded;,,Not Recorded;,,,Not Recorded;,,,,Not Recorded;,,,,,,,,,Don't Know,Don't Know,,,,,,,Staff hours (recorded),1,5,,,,,,,,,,,,,,,,,,
10075,A,B,1994,IFPUG,1502,1587,,6020,7490,7490,4.0,5.0,4.7,8.0,53.6,4,,Jun-1994,,,,,,,,6020,6,6,,12,New Development,"Financial, Property & Business Services;",Financial (excluding Banking);,Office Information System;,,,,,,,No,,Stand alone,,,,,,,Data Modelling;JAD (Joint Application Development);RAD (Rapid Application Development);Prototyping;Timeboxing;Multifunctional Teams;,Yes,Yes,,,,,,,,,,,,Supported by a tool;,IFPUG 4,IFPUG 4;,Logically related tables counted as one;,PC,4GL,SQL,IBM PC;,GUPTA SQL/WINDOWS;,DOS;,,,GUPTA SQLBASE;,,,,,,,,,,,,,No,Yes,Developed Inhouse;,1,1,,>5,In-house for internal business unit;,'Productive' time only (recorded),4,7,,,,774,260,340,128,0,1502,,,,,,,,,
10076,B,C,2003,FiSMA,,66,,507,507,507,,,7.7,,,17,,31-Oct-2003,,,,,,,,507,,,,,New Development,Insurance;,,,,,,,,,,,,,,,,,,Traditional (waterfall);Reviews;Test planning;Risk analysis;Functional sizing;Effort estimates;Risk analysis;Functional sizing;Effort estimates;,,,,,,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,MF,3GL,PL/I,Mainframe;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,2 - 5,,Outsourced for internal business unit;,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10080,B,A,2004,IFPUG,46,56,1.21,1009,1009,1009,21.9,21.9,18.0,,,1.8,0,,,,,,,,,1009,,,,,Enhancement,,,,,,,,,,,,Client server,Yes,,,,C/S;,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,4GL,POWERBUILDER,,POWERBUILDER;Shell;C;,,,,,,,,C/S;,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10090,B,C,2004,IFPUG,,2533,,2525,2525,2525,,,1.0,,,8.4,0,09-Jun-2004,,,,,,,,2525,,,,,Enhancement,"Financial, Property & Business Services;",,Financial transaction process/accounting;Client Server;,,,,,,,,,Client server,Yes,,,,Client Server;,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Not counted;,Multi,4GL,4GL,Client/server;,4GL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10095,B,C,2002,FiSMA,,400,,150,150,150,,,0.4,,,5,1,31-Dec-2002,Planning;Specification;Design;Build;Test;Implement;,,10,20,30,40,50,0,,,,,New Development,Insurance;,,,,,,,,,,,,,,,,,,,,,,,Functional sizing;,,,,,,,,,Automated by a tool;,FiSMA,FiSMA;,,Multi,ApG,COOL:GEN,Multi-platform;,COOL:GEN;,,,,,,,,,,,,,,,,,,Yes,,,,,,In-house for internal business unit;,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10096,B,B,2005,FiSMA,,22,,134,134,134,,,6.1,,,3,,20-May-2005,,,,,,,,134,,,,,Enhancement,Insurance;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Automated by a tool;,FISMA,FISMA;,,Multi,4GL,4GL,Multi-platform;,4GL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10104,B,A,2004,IFPUG,7,8,1.10,396,396,396,56.6,56.6,49.5,,,1.9,0,,,,,,,,,396,,,,,Enhancement,,,,,,,,,,,,Client server,Yes,,,,C/S;,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,4GL,ORACLE,,ORACLE;,,,,,,,,C/S;,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10116,B,B,1999,IFPUG,779,779,,,33387,25040,,42.9,32.1,,,,,,Planning;Build;Test;Implement;,,,,,,,,,,,,Enhancement,,,Management Information System;,,,,,,,No,,Client server,Yes,,,,,,,,,,,,,,,,,,,,Supported by a tool;,IFPUG 4,IFPUG 4;,,MR,,,DEC VAX;,,MVS;,,Don't Know,ORACLE;,,,,,,,,,,,,,,Yes,Developed Inhouse;,,,,,,Staff hours (recorded),4,,,,,,,,,,,,,,,,,,,
10135,B,C,1998,IFPUG,,204,,7781,9375,7781,,,38.1,,,3,,Oct-1998,Specification;Build;Test;,,,,,,,7781,,,,,Enhancement,Telecommunication;,,Transaction/Production System;,,,,,,,,,Client server,Yes,,,,,,,,,,,,,,,,,,,,,IFPUG 4,IFPUG 4;,,,4GL,Visual Basic,,VISUAL BASIC;,,,,,,,,,,,,,,,,,No,Yes,Developed Inhouse;,,,,,,Staff hours (recorded),1,,,,,36,80,48,10,0,174,0,0,,,,,,,
10136,B,B,2004,IFPUG,83,83,,855,855,855,10.3,10.3,10.3,24.1,,4.5,,prior to Feb-2004,,,,,,,,855,,,,2,New Development,,,Financial application area;,,,,,,,,,Multi-tier / Client server,Yes,,,,Client Server;,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Multi,4GL,4GL,Client/server;,4th Gen;,,,,Interactive;,,,,Average Complexity;,,,,,,,,,,Yes,Traditional;,,,,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,
10139,B,A,1999,IFPUG,80,90,1.12,3199,3199,2879,40.0,40.0,32.0,,1.7,13.7,0,16-May-1999,,,153,,1961,510,255,0,,,,,Enhancement,,,Transaction/Production System;,,,,,,,No,,Multi-tier,No,,,,,,,,,,,,,,,,,,,,,IFPUG 4.0,IFPUG 4.0;,,MF,3GL,COBOL,Mainframe 50%;Midrange 20%;PC 30%;,MVS COBOL;,MVS;,,,DB2;,,,,,,,,,,,,,No,Yes,Developed Inhouse;,,,,,,Staff hours (recorded),1,3.5,,,,0,0,0,0,0,80,0,0,,,,,,,
10143,A,A,1998,IFPUG,243,250,1.03,2924,3249,2924,12.0,13.4,11.7,8.2,3.8,8,,Jul-1998,Specification;Build;Test;Implement;,,,,,1682,,1242,,2,,2,New Development,Public Administration;Community Services;Insurance;,Insurance;,Electronic Data Interchange;,,,,,,,,,Client server,Yes,,,LAN Based;,Presentation & Logic on server;,,Data Modelling;Process Modelling;,,,,,,,,,,,,,,Supported by a tool;,IFPUG 4.0,IFPUG 4.0;,Combined all tables into a single file;,MF,3GL,COBOL,IBM 390;,COBOL;,MVS;,,Viasoft Debugging;,DB2;,,,,,,,,,,,,,Yes,Yes,Developed Inhouse;,1,7,,,In-house for external business unit;,'Productive' time only (recorded),1,8,3,70/30,Missing 30% For support and Business Users,,,,,,,,,,,,,,,
10151,B,A,1994,IFPUG,174,174,1.00,2288,2288,1876,13.1,13.1,10.8,,12.4,7,0,May-1994,,90,720,,1043,,23,0,,,,,New Development,Banking;,Banking;,Transaction/Production System;,,,,,,,No,,,Don't Know,,,,,,Data Modelling;,,,,,,,,,,,,,,Supported by a tool;,IFPUG 4,IFPUG 4;,Counted each table as a logical file;,MF,4GL,EASYTRIEVE,IBM 3090;,COBOL;EASYTRIEVE;,MVS ESA;,,No,IMS;,,,,,,,,,,,,,Yes,Yes,Combined Developed/Purchased;,2,5,,5,In-house for internal business unit;,Staff hours (recorded),1,2,1,,,54,82,19,14,5,174,,,,,,,,,
10154,B,A,1999,IFPUG,152,152,,2569,2569,2389,16.9,16.9,15.7,,,4,0,31-Jul-99,Planning;Specification;Build;Test;,,,,,,,2389,,,,,New Development,Insurance;,don't know;,Financial transaction process/accounting;,,,,,,,No,,,Don't Know,,,,,,WaterFall;,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF,3GL,COBOL,MF;,COBOL2;,MVS;,,,IMS;,,,,,,,,,,,,,No,Don't Know,,,,,,,Staff hours (derived),1,,,100%,under 5%,24,32,19,21,56,152,,,,,,,,,
10159,B,A,2000,IFPUG,4,4,,145,145,109,36.3,36.3,27.3,,,0.1,0,9-Nov-00,Planning;Specification;Build;,,,,,,,109,,,,,Enhancement,Banking;,don't know;,Financial transaction process/accounting;,,,,,,,No,,,Don't Know,,,,,,WaterFall;,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,MF,3GL,PL/I,MF;,PL/I;,MVS ESA;,,,"IMS/DB,DC;",,,,,,,,,,,,,No,Don't Know,,,,,,,Staff hours (recorded),1,,,100%,unable to estimate,0,4,0,0,0,0,4,0,,,,,,,
10163,A,A,1994,Mark II,55,48,0.87,503,648,648,9.1,11.8,13.5,18.2,2.3,6,,Feb-1994,,,,,,,,503,0,1,0,1,New Development,Manufacturing;Transport & Storage;,Accounting;,Transaction/Production System;,,,,,,,No,,Stand alone,No,,,,,,Code inspections; walkthroughs; reviews;Data Modelling;Process Modelling;Event Modelling;,,,,,,,,,,,,,,Wholly manual;,Symons Mark II,Symons Mark II;,Combined all tables into a single file;,MF,ApG,TELON,IBM 3090;,TELON/COBOL;,MVS;,,,DB2;,,,,,,,,,,,,,Yes,Yes,Combined Developed/Purchased;,1,1,,2-5,In-house for internal business unit;,Weekly recording of hours spent by each IS development staff,4,4,,4/1,,5.8,12.74,,36.52,,55.06,,,,,,,,,
10164,B,A,2004,IFPUG,68,82,1.20,12702,12702,12702,186.8,186.8,154.9,,,,,,,,,,,,,12702,,,,,Enhancement,,,MS Billing;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,,3GL,COBOL,,COBOL-II;,,,,,,,,,,,,,,,,,,,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10171,B,B,2005,FiSMA,,140,,1000,1000,1000,,,7.1,,,7,,21-Jan-2005,,,,,,,,1000,,,,,Enhancement,Insurance;,,,,,,,,,,,,,,,,,,Traditional (waterfall);SRM model;System testing;,,,,,,,,,,,,,,Automated by a tool;,FISMA,FISMA;,,MF,3GL,PL/I,Mainframe;,PL/I;,,,,,,,,,,,,,,,,,,Yes,,,,6 - 50,,Outsourced for internal business unit;,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10172,B,B,2005,FiSMA,,135,,499,499,499,,,3.7,,,9,0.3,14-Nov-2005,,,,,,,,499,,,,,Enhancement,Manufacturing;,,,,,,,,,,,,,,,,,,Object oriented;Effort estimates;Pair testing;Reviews;Risk analysis;SAP R/3;System testing;Test planning;Development model;,,,,,,,,,,,,,,Automated by a tool;,FISMA,FISMA;,,Multi,3GL,C++,Multi-platform;,C++;,,,,,,,,,,,,,,,,,,Yes,,,,1,,Outsourced for internal business unit;,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10173,B,B,2004,IFPUG,25,25,,118,118,118,4.7,4.7,4.7,0.0,,1,,prior to Feb-2004,,,,,,,,118,,,,0,Enhancement,,,Financial application area;,,,,,,,,,Multi-tier with web public interface,,,,,Web;,Web,,,,,,,,,,,,,,,,IFPUG,IFPUG;,,Multi,3GL,Java,Web;,JAVA/J2EE;,,,,Interactive;,,,,Average Complexity;,,,,,,,,,,Yes,Traditional;,,,,,,Staff hours (derived),1,,,,,,,,,,,,,,,,,,,
10174,B,A,2000,IFPUG,582,582,1.00,2632,2632,2632,4.5,4.5,4.5,,13.9,6,0,Jan-2000,,,,,,,,2632,,,,,New Development,,,,,,,,,,Don't Know,,,,,,,,,Not Recorded;,,,,,,,,,,,,,,Wholly manual;,CPM4.0;Addendum to existing standards;,Addendum to existing standards;Other;,Don't Know;,,4GL,Spreadsheet,Not Recorded;,Spread sheet;,Not Recorded;,,,Not Recorded;,,,,Not Recorded;,,,,,,,,,Yes,Don't Know,,,,,,,Staff hours (recorded),1,7,,,,,,,,,,,,,,,,6800,,
10176,B,C,2004,IFPUG,,14,,81,81,81,,,5.8,,,1.9,0,18-Jun-2004,,,,,,,,81,,,,,Enhancement,"Financial, Property & Business Services;",,Financial transaction process/accounting;Client Server;,,,,,,,,,Client server,Yes,,,,Client Server;,,,,,,,,,,,,,,,,,IFPUG,IFPUG;,Not counted;,Multi,4GL,4GL,Client/server;,4GL;,,,,,,,,,,,,,,,,,,Yes,,,,,,,Staff hours (recorded),1,,,,,,,,,,,,,,,,,,,
10178,A,,2005,COSMIC,826,826,,2503,2503,2503,3.0,3.0,3.0,,4.7,44,0,05-Feb-2005,Planning;Specification;Design;Build;Test;Implement;,125,250,375,1300,260,193,0,,,,,New Development,Medical and Health Care;,,Catalogue/register of things or events;Document management;Online analysis and reporting;Workflow support & management;Process Control;,,,,,,,,,Client server,Yes,Run a computer-human interface;Data entry & validation;Web/HTML browser;,Database server;HTML/web server;Mail server;Security/authentication;,,,Web,,,,Business Case;Feasibility Study;Project Schedule;Resource Plan;Risk Analysis;Software Development Plan;Vision/Objectives;,Requirements Specification;Functional Specification;System Analysis Report;User Manual;User Interface Prototype;Logical Data/ER Model;Use Case Model;,Specification Review;,Technical Specification;User Interface Prototype;Graphical Look & Feel;Component Designs;,Unified Modelling Language (UML);Design Review/Inspection;,Source Code/Objects;Graphics Items/Images;Information/Text Content;Unit Test Plans/Designs;Integration Scripts/Checklist;,Unit Testing;Code Review/Inspection;Software Integration;System Integration;,None;,"Create & Run Automated Testing;Performance, Stress or Load Testing;",Installation Procedures;Release Description/Notes;Installation Software Utility;Incident/Defect Lists;End user Manual or Help;End user Training Material;Data Establishment Process;,Prepare for Delivery/Installation;Acceptance/Beta Testing;Provide User Training;Provide User Support;,Wholly manual;,COSMIC 2.0,COSMIC 2.0;,,Multi,3GL,Java,,JAVA;,Windows;,,Yes,Yes,Yes,Yes,,,,,,No,No,No,No,,,Yes,Developed In-house;,,5,1,30,"Customer & users 1 org, team in another;",Recorded total hours each day or week,1,4,2.7,80%,,826,,,,,826,,,232,287,197,110,,,
10180,B,A,2001,IFPUG,309,309,,2516,2516,2340,8.1,8.1,7.6,,,3,0,30-Jun-01,Planning;Specification;Build;Test;,,,,,,,2340,,,,,New Development,Insurance;,don't know;,Financial transaction process/accounting;,,,,,,,No,,,,,,,Web;,Web,WaterFall;,,,,,,,,,,,,,,,Addendum to existing standards,Addendum to existing standards;,Don't Know;,PC,4GL,Visual Basic,PC;,VB6.0;,Windows 2000;,,,SQL-Server;,,,,,,,,,,,,,No,Don't Know,,,,,,,Staff hours (recorded),1,,,100%,under 5%,33,42,62,109,63,309,,,,,,,,,
